Regions,County,IP Name,Website URL,Site City,Description,Latitude,Longitude,Subcategories,Minor Categories,Image URL,Location
Greater Niagara,Wyoming County,Yogi Bear's Jellystone Park,http://www.wnyjellystone.com,North Java,"Escape to the woods. Situated on 100+ acres of peaceful pines in the heart of Western NY.  Whether you're searching for that perfect vacation spot, weekend get-away, or location for a gathering, Yogi Bear's Jellystone Park will suit all of your needs. Cabins, Chalets & Deluxe Trailers available for rent along with tent/trailer sites.",42.6399778,-78.3091408,Camping,Privately-owned Campgrounds,,"(42.6399778, -78.3091408)"
Finger Lakes,Yates County,Adda Trimmer House B & B,http://www.trimmerhouse.com,Penn Yan,"Romantic Queen Ann style Victorian. Located in the Village of Penn Yan, close to shops, lakes and trail.",42.656753,-77.048686,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.656753, -77.048686)"
Finger Lakes,Yates County,Anna Rose Wine Country Bed & Breakfast,http://www.annarose.com,Rock Stream,"Antique filled B & B, with queen and king beds.  All private baths, gourmet breakfast, complimentary wine on Friday and desserts on Saturday evenings, butler's pantry.",42.470481,-76.947735,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.470481, -76.947735)"
Finger Lakes,Yates County,Back-Achers Campsites,http://www.backacherscampsites.com,Himrod,"20 wooded sites, water and electric, some sites on seneca lake. Beach, nature trail, mini golf, volleyball, playground.",42.6282414,-76.9216495,Camping,Privately-owned Campgrounds,,"(42.6282414, -76.9216495)"
Finger Lakes,Yates County,Bailey's Cottage Rental,,Himrod,Cottages for Rent on Seneca Lake.,42.62,-76.94,Cabins & Cottages,Cabins & Cottages,,"(42.62, -76.94)"
Finger Lakes,Yates County,Basin Park Marina & Cottage Rental,http://www.basinparkmarina.com,Branchport,"Pontoon & Ski Boat Rentals by the day or week on Keuka Lake. Cottage rental.  Transient Dockage, Pontoon, Deck, Ski & Sail Boat Rentals",42.5914088,-77.1515781,Cabins & Cottages|Water Adventures,Cabins & Cottages|Marinas|Motorboat rentals|Sailing,,"(42.5914088, -77.1515781)"
Finger Lakes,Yates County,Best Western Vineyard Inn and Suites,http://www.vineyardinnandsuites.com,Penn Yan,"The proud winner of the Design Excellence Award and a consistent recipient of top honors for cleanliness. This charming hotel is located in the awe-inspiring and romantic Finger Lakes Wine Region of New York State. This hotel has 43 guest rooms, including luxuriously furnished suites with fireplaces and jacuzzi tubs.  Indoor heated pool, hot tub and Nautilus fitness center. Free deluxe continental breakfast. Enjoy the convenience of being within walking distance to historic downtown Penn Yan and just a short drive from unique restaurants (Esperanza Mansion), museums ( Corning Museum of Glass) and attractions (Windmill Farm & Craft Market).",42.6566509,-77.054901,Hotels & Motels,Hotels & Motels,,"(42.6566509, -77.054901)"
Finger Lakes,Yates County,Billirakis Cottage,,Dundee,A-Frame cottage on Seneca Lake.  Sleeps 6.  Large deck on water.,42.57,-76.92,Vacation Rentals,Vacation Rentals,,"(42.57, -76.92)"
Finger Lakes,Yates County,"Birdwatcher's Cottage, The",,Penn Yan,When it is time for a break from reality come relax and enjoy life with the birds!,42.64,-77.08,Cabins & Cottages,Cabins & Cottages,,"(42.64, -77.08)"
Finger Lakes,Yates County,Castle Point Motel,,Himrod,"Overlooking Seneca lake, close to Seneca Wine trail.",42.576708,-76.9299511,Hotels & Motels,Hotels & Motels,,"(42.576708, -76.9299511)"
Finger Lakes,Yates County,Cedar Hill Cottage,,Penn Yan,A country cottage located on Keuka Lake.  Built in 1999,42.577318,-77.100373,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.577318, -77.100373)"
Finger Lakes,Yates County,College Cove - Keuka Lake Vacation Rentals,,Keuka Park,"College Cove has been freshly renovated for Summer 2003.  Enjoy the lake views from dining room, living room and two front bedrooms with sliders to balcony and breathtaking views of the water.",42.62,-77.09,Cabins & Cottages,Cabins & Cottages,,"(42.62, -77.09)"
Finger Lakes,Yates County,Colonial Motel,,Penn Yan,"14 Kitchenettes, closest to Keuka College, special weekly rates, centrally located, A/C",42.67,-77.06,Hotels & Motels,Hotels & Motels,,"(42.67, -77.06)"
Finger Lakes,Yates County,"Cottage B & B, The",,Lakemont,"Seneca, lake front, fireplace, docking, full breakfast on Seneca Lake Wine Trail.",42.523608,-76.912604,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.523608, -76.912604)"
Finger Lakes,Yates County,Country Comforts B&B,http://www.countrycomfortsbandb.com,Branchport,"1850's home in peaceful country setting, beautiful gardens, full breakfast.",42.622797,-77.15526,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.622797, -77.15526)"
Finger Lakes,Yates County,Dancing Waters Keuka Lake Vacation Rentals,,Branchport,"Four season  Getaway weekends and Summer Weekly Rentals.  Enjoy a glass of wine & views of Keuka Lake from every room of this 4 bdrm lakefront home.   Central air, gas fireplace.",42.61,-77.23,Hotels & Motels,Hotels & Motels,,"(42.61, -77.23)"
Finger Lakes,Yates County,Dresden Manor,http://www.dresdenmanor.com,Dresden,"Small, cozy Bed and Breakfast.  Renowned for its breakfasts, hospitality, and relaxed atmosphere.",42.69,-76.96,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.69, -76.96)"
Finger Lakes,Yates County,"Esperanza Mansion, The",http://www.esperanzamansion.com,Keuka Park,"National Historic Landmark. 1838 majestic Greek revival mansion high above Keuka Lake. Accommodations for private gatherings, intimate dining, weddings and corp. Tours daily.",42.5953828,-77.1325431,B&Bs & Country Inns|History & Culture|Restaurants,American|B&Bs & Country Inns|Historic sites,,"(42.5953828, -77.1325431)"
Finger Lakes,Yates County,Finger Lakes Get Aways,http://www.fingerlakesgetaways.com,Penn Yan,"Where strangers become customers become friends! Cottage, cabins, vacation homes.",42.6347582,-77.0917017,Cabins & Cottages,Cabins & Cottages,,"(42.6347582, -77.0917017)"
Finger Lakes,Yates County,Finger Lakes Premier Properties,http://www.fingerlakespremierproperties.com,Penn Yan,"Selection of privately owned lake wide vacation homes. Cottages, cabins & luxury homes rentals weekly, monthly, by the season or for a couple of days. Serving Canandaigua, Honeoye, Conesus, Keuka and Seneca Lakes.",42.6566509,-77.054901,Cabins & Cottages|Vacation Rentals,Cabins & Cottages|Vacation Rentals,,"(42.6566509, -77.054901)"
Finger Lakes,Yates County,Finton's Landing B & B,http://www.home.eznet.net/~tepperd,Penn Yan,"Waterfront Victorian, 165' secluded Keuka Lake beach. Period furnishing, gazebo, flower gardens, two-course breakfast outside on our wrap-a-round porch. Two person hammock.",42.571281,-77.088762,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.571281, -77.088762)"
Finger Lakes,Yates County,Flint Creek Campgrounds,http://www.flintcreekcampground.com/,Middlesex,"Childrens activities, mini-golf, shuffle board.  Store, laundry.  Playground, rec. building, swimming pool.",42.694241,-77.226339,Camping,Privately-owned Campgrounds,,"(42.694241, -77.226339)"
Finger Lakes,Yates County,Fox Inn B & B,http://www.foxinnbandb.com,Penn Yan,"1820 brick classic Greek Revival, located in the heart of historic village, full breakfast.",42.661958,-77.055674,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.661958, -77.055674)"
Finger Lakes,Yates County,Golden Knight Inn & Suites,http://www.infoblvd.net/csjemhenry,Rock Stream,"Comfortable rooms with King Size Beds, located in the heart of wine country, cable tv, HBO, Complimentary continental breakfast",42.4508839,-76.9090948,Hotels & Motels,Hotels & Motels,,"(42.4508839, -76.9090948)"
Finger Lakes,Yates County,Indian Village RV Park,,Middlesex,Well maintained seasonal adult campground. Recreational access to Canandaigua Lake.,42.7242986,-77.3243444,Camping,Privately-owned Campgrounds,,"(42.7242986, -77.3243444)"
Finger Lakes,Yates County,Inn at Glenora Wine Cellars,http://www.glenora.com,Dundee,"Escape to one of 30 spacious and inviting guestrooms, each luxuriously appointed.  Designed to complement distinction with comfort and convenience, each room features a private bath, balcony or patio overlooking the vineyards and Seneca Lake.  All the rooms have stylish furnishings.  The result is a personal sanctuary where timeless elegance combines with contemporary treasures.",42.503936,-76.9243417,Hotels & Motels,Hotels & Motels,,"(42.503936, -76.9243417)"
Finger Lakes,Yates County,Keuka Beach Apartments,,Penn Yan,Charming lakeside vacation cottages perfect for the visiting Finger Lakes family,42.55,-77.1,Cabins & Cottages|Vacation Rentals,Cabins & Cottages|Vacation Rentals,,"(42.55, -77.1)"
Adirondacks|Finger Lakes,Yates County,Keuka Lake State Park,http://www.nysparks.com,Bluff Point,"Located in the heart of wine country w/views of vineyard-covered slopes. 150 tent and trailer sites. Beach, picnicking, boat launch ramp, docking space and hiking trails. Snowmobiling.",42.5941689,-77.1303064,Camping|Nature,Public Campgrounds|State parks,,"(42.5941689, -77.1303064)"
Finger Lakes,Yates County,Keuka Overlook B & B and Wine Cellars,http://www.keukaoverlook.com,Dundee,"1903 Victorian modernized for outstanding comfort.  Breathtaking views of Keuka and Waneta Lakes, pond, hiking, private baths, air conditioned guest rooms and a full breakfast.",42.485932,-77.096939,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.485932, -77.096939)"
Finger Lakes,Yates County,Lakecrest Manor,http://www.lakecrestmanor.com,Penn Yan,Manor House and a Bungalow to accommodate large families or groups of friends on their Finger Lakes Experience!,42.61,-77.09,Cabins & Cottages,Cabins & Cottages,,"(42.61, -77.09)"
Finger Lakes,Yates County,Lake House B&B & Cottage,http://www.TheLakeHouseonSeneca.com,Rock Stream,"1880's Victorian farm house surrounded by woods and gardens, access to lake. Lovely porch for relaxing and where breakfast is often served. Elegant but relaxed atmosphere, generous gourmet breakfast.",42.463797,-76.907184,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.463797, -76.907184)"
Finger Lakes,Yates County,Lakespell Vacation Rentals,http://www.yatesny.com/lakespell/,Penn Yan,"Specializing in large cottages for reunions. Can accommodate from 6 to 26 people including a private villa and manor. Private lake frontage, boat rentals, mooring, all fully equipped.",42.675132,-77.065472,Cabins & Cottages,Cabins & Cottages,,"(42.675132, -77.065472)"
Finger Lakes,Yates County,Lakeview Camp Sites,,Dundee,"Quiet hillside camping overlooking Keuka Lake, one of New York's Finger Lakes.  Sites can accommodate tents and small trailers.   Walking distance to lakeside restaurant, winery, and fishing beach.  10 mi to swimming beach and boat launch.",42.5234043,-76.976631,Camping,Privately-owned Campgrounds,,"(42.5234043, -76.976631)"
Finger Lakes,Yates County,Los Gatos B&B,http://www.losgatosbandb.com,Penn Yan,"Los Gatos B&B is a comfortable Cape Cod style home with beautiful views.  We feature three spacious rooms with queen size beds and private baths, and two well appointed cabins.  We are minutes from two wine trails, shopping and scenic Seneca and Keuka Lakes.  Join us for a relaxing get-away.",42.69,-77.07,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.69, -77.07)"
Finger Lakes,Yates County,Merritt Hill Manor B & B,http://www.merritthillmanor.com/,Penn Yan,Elegant 1822 country manor located on 12 acres overlooking both Keuka and Seneca lakes. Five guest bedrooms w/private bath. Full country breakfast. Centrally located to wineries. AAA Mobil approved.,42.630508,-77.11244,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.630508, -77.11244)"
Finger Lakes,Yates County,Nautical Nights,http://www.nauticalnights.com,Dundee,This Bed and Breakfast is located on 450' of lakefront property on the shores of Seneca Lake.  Soak in the sun on the shoreline or wander about the 25 acres of woods and wildlife.,42.558734,-76.917633,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.558734, -76.917633)"
Finger Lakes,Yates County,New Vines Bed & Breakfast,http://www.newvinesbb.com,Penn Yan,"A place for warm hospitality, comfort and relaxation.   Located in the romantic setting of the Finger Lakes.  There are 4 wineries within two miles and over 70 wineries within an hours drive.",42.72,-76.99,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.72, -76.99)"
Finger Lakes,Yates County,North-End Marina & Cottage Rentals,,Branchport,Quaint marina offering cottage rentals to complete your Finger Lakes experience,42.59,-77.15,Cabins & Cottages,Cabins & Cottages,,"(42.59, -77.15)"
Finger Lakes,Yates County,"Pearl of Seneca Lake B&B, The",http://www.thepearlofsenecalake.com,Dundee,"Located on Seneca LAke, near the village of Dundee, it is comprised of 13.7 acres, with 385 foot lake frontage.  The property is secluded and includes a 3000-foot nature trail with benches to enjoy the magnificent views of the lake.  Three guest rooms each feature a queen-size bed, and the 4th guest room (Southview) features a king-size bed and two twin beds.  The first-floor guestroom (Merlot Room), as well as all the hallways and common areas, is totally handicap-accessible and ADA complaint.  The Chardonnay, Riesling, and Southview rooms are located on the second floor.  Each guest room features a/c, 3speed ceiling fan, table with two chairs, mini-refrigerator, microwave, satellite TV, Internet access, provate bath and shower, and a deck overlooking the lake.",42.531635,-76.914157,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.531635, -76.914157)"
Finger Lakes,Yates County,Rainbow Cove Resort Motel,,Himrod,"Located directly on Seneca Lake. Peaceful family style dining. Pool, cable TV, recreation hall and game room.",42.5972139,-76.925545,Hotels & Motels,Hotels & Motels,,"(42.5972139, -76.925545)"
Finger Lakes,Yates County,Red Brick Inn B & B,http://www.the1819redbrickinn.com,Dundee,"A warm welcome awaits you at our charming 1819 Federal Style home.  Located in a tranquil country setting and centrally located between Keuka and Seneca Lakes.  5 guestrooms feature queen size beds, private bath and A/C (the Tuttle Room has a working fireplace).  Full breakfast.  Complimentary refreshments.  Open year round with special winter packages.",42.506962,-77.0407765,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.506962, -77.0407765)"
Finger Lakes,Yates County,Re/Max Diversified Realty,http://www.diversifiedrental.com,Penn Yan,"The staff at Re/Max is experienced, reliable and committed to making your vacation memorable and all that it should be.  We have a wide selection of vacation properties on Keuka, Seneca, Canandaigua, Waneta, Lamoka and Cayuga Lakes.",42.652752,-77.060288,Vacation Rentals,Vacation Rentals,,"(42.652752, -77.060288)"
Finger Lakes,Yates County,Robertson House B&B,,Penn Yan,"Historical Victorian w/ period antiques.  Close to village, beaches and wineries.",42.67,-77.06,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.67, -77.06)"
Finger Lakes,Yates County,Scottish Glen B&B,http://www.bandbsenecalake.com,Dundee,New home on Seneca Lake with tennis court and 35 acres for hiking.  Very quiet location! Experience great sunrises!,42.55,-76.93,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.55, -76.93)"
Finger Lakes,Yates County,Showboat Motel & Restaurant,http://www.showboat-motel.com,Himrod,On Seneca Lake and the Seneca Lake Wine Trail. Docks available.,42.5989643,-76.9213224,Hotels & Motels,Hotels & Motels,,"(42.5989643, -76.9213224)"
Finger Lakes,Yates County,South Glenora Tree Farm B&B,http://www.fingerlakes.net/treefarm,Dundee,"Open year round.  Located in the heart of Seneca and Keuka Lake Wine Trails!! Nationally Rated.  We have five rooms, all with private baths, DVD-TVS for movies in all of the rooms, fabulous breakfast, and central air conditioning.  All of this is within two converted barns on a 110 acre Christmas Tree Farm.  Within the Penn Yan/ Watkins Glen area.",42.48,-76.93,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.48, -76.93)"
Finger Lakes,Yates County,Sunrise Landing Bed and Breakfast,http://www.sunriselandingbb.com,Dundee,"Secluded, contemporary B & B in a wooded setting - on the west shore of Seneca Lake on the winery trail.  Luxurious accommodations in a beautiful, comfortable new home, with magnificent views of the lake.  Roomy suites, lovely common areas, decks and waterfront.",42.5,-77.02,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.5, -77.02)"
Finger Lakes,Yates County,The Farmhouse at Fulkerson Winery,http://www.fulkersonwinery.com/thefarmhouse,DUNDEE,"The Farmhouse at Fulkerson Winery - a vacation rental located directly on the Seneca Lake Wine Trail. Overlooking Seneca Lake and the Fulkerson Vineyards, you'll find plenty of room and all the comforts of home. This 150-year-old farmhouse has been in the Fulkerson family since being built in 1856. It was recently updated and remodeled and features all the modern conveniences, while the antique furnishings help the property retain its vintage charm. Come home to Finger Lakes Wine country with a stay at The Farmhouse at Fulkerson Winery!",42.4962675,-76.924017,Vacation Rentals,Vacation Rentals,,"(42.4962675, -76.924017)"
Finger Lakes,Yates County,Tobehanna Creek B&B,http://www.lightlink.com/tobe1/,Dundee,"Serene country atmosphere where wildlife can be observed. The multitude of bird houses and feeders make this B&B a bird watchers paradise.  One mile walking trail and a pond for catfish fishing.  Located close to the lakes, racetrack, as well as the Corning Museum of Glass.",42.44,-77.02,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.44, -77.02)"
Finger Lakes,Yates County,Top O' The Lake B&B,http://www.topothelake.com,Penn Yan,Located in the heart of the Fingerlakes region at the Top O' The Lake in Penn Yan on scenic Keuka Lake.  You will find many attractions within a short drive.  Come and enjoy your stay with us and create memories you will cherish forever.,42.66,-77.05,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.66, -77.05)"
Finger Lakes,Yates County,Towne Motel,,Penn Yan,"Centrally located in Penn Yan, walking distance to downtown and lake.",42.66,-77.06,Hotels & Motels,Hotels & Motels,,"(42.66, -77.06)"
Finger Lakes,Yates County,Tudor Hall B & B on Keuka Lake,http://www.p-port.com/tudorhallbb,Penn Yan,"Elegant English Tudor on the shore of beautiful Keuka Lake, where you can experience romantic elegance and personal pampering. Features private beach, terraced gardens and breakfasts by candle light. Enjoy panoramic views and lakeside serenity on our decks, in the spa/hot tub. and around evening beach fires. Fall asleep to the soothing sounds of the lake lapping just outside your window.  Tudor Hall's reputation for superior sevice was documented in the ""Book of Lists"" in Arrington's Inn Traveler magazine.",42.564563,-77.104198,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.564563, -77.104198)"
Finger Lakes,Yates County,Viking Cottage Rentals/Resort,http://www.vikingresort.com,Penn Yan,"Located Conveniently between Hammondsport and Penn Yan, near restaurant and wineries, this fully renovated lake home offers accomodations and sunsets!  This resort has 1000 feet private lake front right on Keuka Lake.  Boat rentals are available, along with air conditioned rooms and full kitchens.",42.568338,-77.090264,Cabins & Cottages,Cabins & Cottages,,"(42.568338, -77.090264)"
Finger Lakes,Yates County,Wagener Estate,http://www.wagenerestate.com,Penn Yan,"Ambience in wine and lake country - our 1700's national and state historic  register home sits on 5 pastoral acres.  Is on the wine trail and within a short walk to the village shops, restaurants, and lakeside parks. We have 5 guest rooms with tv,VCR, AC, wireless, and private baths.  We accept Visa, Mastercard, and American Express.",42.660647,-77.062743,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.660647, -77.062743)"
Finger Lakes,Yates County,Wigwam Keuka Lake Camping,http://www.wigwamkeukalake.com,Keuka Park,"Shaded & open sites overlooking Keuka Lake. Family oriented. Swimming pool, fishing pond, playground, store, canopy pavilion, cabin rentals.",42.6056043,-77.1316481,Camping,Privately-owned Campgrounds,,"(42.6056043, -77.1316481)"
Finger Lakes,Yates County,Willow Cove B&B,,Dundee,Located on Seneca Lake w/ private beach.,42.49,-76.91,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.49, -76.91)"
Finger Lakes,Yates County,Yachtside Villa,http://www.keukayachtsidevilla.com,Branchport,Keuka Lake property that is sure to be the perfect place to stay during your Finger Lakes Escape.,42.61,-77.09,Cabins & Cottages,Cabins & Cottages,,"(42.61, -77.09)"
1000 Islands-Seaway,,1000 Islands Campground,http://www.1000islandscampground.com,Clayton,"46 Full hook-up sites providing 20, 30 and 50 amp service (17 pull through sites), new roads, new handicap accessible bathrooms, and 45 new trees.",44.14,-76.04,Camping,Privately-owned Campgrounds,,"(44.14, -76.04)"
Long Island,,1708 House,http://www.1708house.com,Southampton,"A beautiful, luxurious historical B&B located in the heart of Southampton Village, 1 mile from the ocean. Various room types - traditional, deluxe, suites and cottages available. Amenities include central A/C and heat, direct phone lines, private parking, wi-fi, afternoon tea, beach passes and breakfast. Located on Main Street within walking distance of shops, art gallery, museums, wine vineyards and restaurants.",40.887655,-72.389403,B&Bs & Country Inns,B&Bs & Country Inns,,"(40.887655, -72.389403)"
1000 Islands-Seaway,,1808 Sarah Beth Guest House,http://www.sarahbethguesthouse.com,Clayton,"Building listed on the national register of historic places, with a beautiful patio for breakfasting, central air, situated in the quaint lakeside village of Sackets Harbor.",42.93,-77.92,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.93, -77.92)"
Finger Lakes,,18 Vine Inn,http://www.affordablefingerlakes.com,Hammondsport,"Historical 1860 home of winemaker Jules Mason in the village of Hammondsport, walking distance to Keuka Lake and the Village Square. Property includes beautiful gardens and a pool.",42.406859,-77.225229,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.406859, -77.225229)"
Finger Lakes,,384 East Avenue Inn,http://www.eastavenueinn.com/,Rochester,"Discover Downtown Rochester's only boutique hotel, the East Avenue Inn & Suites, located in the city's most vibrant and creative neighborhood, the East End. Renovated in 2012-2013, the hotel invites business and casual travelers to enjoy a modern and artistic guest experience only minutes away from all of Rochester's best known cultural attractions.",43.155827,-77.593599,Hotels & Motels,Hotels & Motels,,"(43.155827, -77.593599)"
Catskills,,Acra Manor Resort,http://www.acramanor.com,Acra,"Patio bar, cocktail lounge, night club, sauna, jacuzzi, game room and counselors for all age groups.",42.3274885,-74.1120319,Hotels & Motels,Hotels & Motels,,"(42.3274885, -74.1120319)"
1000 Islands-Seaway,,Adams Chaumont Bay Marina Campsite,,Chaumont,"Eight RV hookups by the water in Chaumont Bay.  Showers, dumping stations, dockage and boat launch on site.",44.071734,-76.140223,Camping,Privately-owned Campgrounds,,"(44.071734, -76.140223)"
Hudson Valley,,A Little Guest House,http://alittleguesthouse.com,High Falls,"Two suites with private baths. An idylic 1850 storybook cottage with beamed ceilings, wide planked floors and country antique furnishings. Amenities include a/c, in-ground pool, 3.5 woodland acres to explore and a yummy breakfast. Open year-round.",43.047961,-74.8585109,B&Bs & Country Inns,B&Bs & Country Inns,,"(43.047961, -74.8585109)"
Long Island,,Allegria Hotel & Spa,http://www.allegriahotel.com,Long Beach,"Something luxurious, chic and absolutely unexpected is happening in Long Beach. The Allegria Hotel. A year-round beach front escape that embodies relaxed elegance, sophistication and style…miles before you get to the Hamptons. Surprisingly close, yet worlds away, the Allegria Hotel delivers everything you want with its sumptuous, airy rooms and incredible gourmet food served overlooking the Atlantic ocean. 15 minutes to JFK, 25 miles to NYC. 6 miles to Jones Beach Theater, Wantagh. 12 Miles to Nassau Coliseum, Uniondale. 13 miles to Westbury Music Theater, Westbury. Luxury oceanfront suites, fabulous restaurant & bars, 24/7 room service with organic cuisine a rooftop pool and every amenity.",40.584327,-73.666413,Hotels & Motels,Hotels & Motels,,"(40.584327, -73.666413)"
1000 Islands-Seaway,,Allen's Budget Motel,http://www.allensmotel.webs.com,Watertown,"Affordable rooms located just outside Watertown near Fort Drum, Salmon Run Mall and the 1000 Islands, off Interstate 81, Exit #48.  Free high speed internet, microwaves & refrigerators in rooms.",43.9747838,-75.9107565,Hotels & Motels,Hotels & Motels,,"(43.9747838, -75.9107565)"
Finger Lakes,,Americas Best Value Inn,,East Syracuse,"This hotel features air conditioned rooms/non smoking rooms, cable/satellite tv, wheelchair accessible.",43.091004,-76.084555,Hotels & Motels,Hotels & Motels,,"(43.091004, -76.084555)"
Adirondacks,,America's Best Value Inn/Choice Inn & Suites,http://americasbestvalueinnlakegeorge.com,Lake George,"In the heart of Lake George Village. Walking distance to restaurants, shopping, cruises and other attractions.  Indoor & outdoor pools & spa.",43.4308111,-73.712436,Cabins & Cottages|Hotels & Motels,Cabins & Cottages|Hotels & Motels,,"(43.4308111, -73.712436)"
1000 Islands-Seaway,,Angel Rock Lodge,http://www.angelrock.com,Cape Vincent,"Located directly on the St. Lawrence River offering newly renovated, fully equipped studio, 2 bedroom and 3 bedroom cottages along with swimming, fishing, dockage and boat rentals.",44.165872,-76.256542,Vacation Rentals,Vacation Rentals,,"(44.165872, -76.256542)"
1000 Islands-Seaway,,Annabelle's Bed & Breakfast,,Cape Vincent,Open year round. Waterview. Simple elegance. Decorated in antiques and toile. Full breakfast with waterview dining. Two blocks from ferry to Canada. Active duty military discount. Welcome to our French Canadian and European friends.,44.11,-76.3,B&Bs & Country Inns,B&Bs & Country Inns,,"(44.11, -76.3)"
Chautauqua-Allegheny,,Aqua Casa Vacation Homes,http://www.aquacasa.com,Mayville,"Open all year! Clean, well kept homes and grounds with 4-bedroom lakefront Beach House and 2-3 bedroom lake-view vacation homes with lakefront access. See our website for more details and photos. Homes suitable for multi-family or large groups accommodations and all homes located on a secluded, quiet cu-de-sac street with fully equipped kitchens and much more! Only 1/4 mi. to Chautauqua Institution.",42.1975408,-79.4578885,Vacation Rentals,Vacation Rentals,http://fallgetaways.iloveny.com/d3k/mem/all/644/5088.jpg,"(42.1975408, -79.4578885)"
Catskills,,Ashland Mountain House B&B,http://www.mcelroyhouse.com,Ashland,Beautiful Victoriam B&B situated on 5 peaceful acres in the Northern Catskill Mountains. The family owned and operated in is surrounded by beautiful mountains and is only 2.7 miles from Windham Mountain and 5 miles from Hunter Mountain.,42.295909,-74.304506,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.295909, -74.304506)"
1000 Islands-Seaway,,Aspinwall Motel,http://www.aspinwallmotel.com,Henderson,"Clean, comfortable & modern rooms in a quiet setting near the fishing village of Henderson Harbor w/ plenty of parking for cars w/ boat trailers.",43.85,-76.2,Hotels & Motels,Hotels & Motels,,"(43.85, -76.2)"
1000 Islands-Seaway,,Association Island RV Resort & Marina,http://www.associationislandresort.com,Henderson Harbor,"RV resort & marina located on Lake Ontario.  100 acres of picturesque islands with miles of shoreline & views for camping. Self-contained units only. Big rigs & boats.  Premium 2 bedroom luxury sunset cottages, sleeps up to 6 people.  Situated on the waterfront with spectacular views of Lake Ontario.  Private veranda.",43.8749565,-76.230759,Cabins & Cottages|Camping|Water Adventures,Cabins & Cottages|Marinas|Privately-owned Campgrounds,,"(43.8749565, -76.230759)"
1000 Islands-Seaway,,Aunt Jean's Cozy Cottage,http://www.auntjeanscozycottage.com,Cape Vincent,Day or weekly rentals. Accommodates up to 8 people. Enjoy a private 1000 Islands getaway overlooking the St. Lawrence River. Boat rental available upon request.,44.166625,-76.255989,Cabins & Cottages|Water Adventures,Cabins & Cottages|Houseboat rentals,,"(44.166625, -76.255989)"
Adirondacks,,Balsam Motel & Cottages,http://www.balsammotel.com,Lake George,"Family run motel in the heart of the Lake George area for all your recreation needs. Outdoor heated pool, air, cable, microwave, refrigerators, grills, picnic tables. Close to beach, on trolley route.",43.430642,-73.711559,Cabins & Cottages|Hotels & Motels,Cabins & Cottages|Hotels & Motels,,"(43.430642, -73.711559)"
1000 Islands-Seaway,,Barracks Club Lodge & Cabins,http://www.capevincent.org/barracks,Cape Vincent,"A large lodge - a great place for fishing groups and families to get together. Also 1 cottage (weekly & seasonal rental only), and 4 motel units (2 days or more rental).",44.0672407,-76.3325888,Cabins & Cottages|Hotels & Motels,Cabins & Cottages|Hotels & Motels,,"(44.0672407, -76.3325888)"
Adirondacks,,Bayfront Housekeeping Cottages,http://www.bayfrontcottages.net,Lake George,"Family owned and operated housekeeping cottages on 7 acres of lakefront property. Dockage, lakeside pavillion, sandy beach.",43.450953,-73.695888,Cabins & Cottages,Cabins & Cottages,,"(43.450953, -73.695888)"
Finger Lakes,,Baymont Inn & Suites,,East Syracuse,"Located at Exit 35 off I-90, this hotel is easy access to Syracuse and the Oneida Lake area.  Destiny USA, Syracuse University, Hancock International Airport, LeMoyne College and the NYS Fairgrounds are all a 15 minute or less drive from this great location.",43.090177,-76.086894,Hotels & Motels,Hotels & Motels,,"(43.090177, -76.086894)"
Catskills,,Beaver Spring Lake Campground,http://www.beaverspringlake.com/,Davenport,"Family-friendly, quiet campground bordered by shade trees, large open areas and views of farmland, surrounding wooded hills, spring-fed lake and creek.  Groomed park, clean restrooms with free hot showers. RV and Cabin rentals, boating and boat rentals, fishing on the lake, nature trail.",42.459883,-74.8844664,Camping,Privately-owned Campgrounds|RV Rentals,http://fallgetaways.iloveny.com/d3k/mem/all/4137/1285.jpg,"(42.459883, -74.8844664)"
